name_hotel,location_hotel,Free_Wifi_hotel,rating_hotel_num,rating_hotel_text,rating_hotel_qty,normal_price_hotel,discount_hotel,discount_price_hotel,reward_point_hotel,room,date,city
"RedDoorz Syariah @ Danau Kerinci SawojajarKedungkandang,",Kedungkandang,Free Wifi,9.0,Luar Biasa,2,252000.0,5,131670.0,105,1,2021-08-12,Malang
OYO 1851 Hotel,Klojen,Free Wifi,5.8,Luar Biasa,5,161641.0,5,119776.0,95,1,2021-08-12,Malang
"RedDoorz @ Danau BratanKedungkandang,",Kedungkandang,Free Wifi,6.8,Baik,2,203368.0,5,179676.0,143,1,2021-08-12,Malang
"Cia HomestayLowokwaru,",Lowokwaru,Free Wifi,9.6,Istimewa,1,198947.0,5,189000.0,151,1,2021-08-12,Malang
"Mitra Guest House Syariah RedPartnerBatu,",Batu,Free Wifi,10.0,Istimewa,9,299912.0,5,264973.0,211,1,2021-08-12,Malang
Tini's Guest House,Klojen,Free Wifi,8.4,Luar Biasa,0,304210.0,5,158950.0,127,1,2021-08-12,Malang
"Maniva Particael ResortBatu,",Batu,Free Wifi,9.0,Luar Biasa,2,787368.0,5,673200.0,538,1,2021-08-12,Malang
"KoolKost Syariah @ Taman Nusa IndahLowokwaru,",Lowokwaru,Free Wifi,8.8,Luar Biasa,1,245921.0,5,128494.0,102,1,2021-08-12,Malang
"RedDoorz Plus near Balai Kota Batu 2Batu,",Batu,Free Wifi,8.0,Sangat Baik,1,244084.0,5,127534.0,102,1,2021-08-12,Malang
"OYO 3939 Omahkoe Guest House SyariahLowokwaru,",Lowokwaru,Free Wifi,10.0,Istimewa,1,250745.0,5,185802.0,148,1,2021-08-12,Malang
"OYO 3720 Homestay Gayatri JantiSukun,",Sukun,Free Wifi,8.4,Luar Biasa,0,164530.0,5,121917.0,97,1,2021-08-12,Malang
"OYO 354 32 Guest HouseBatu,",Batu,Free Wifi,7.9,Sangat Baik,11,229096.0,5,169761.0,135,1,2021-08-12,Malang
"Alam Batu VillageBatu,",Batu,No,8.6,Luar Biasa,4,473846.0,35,308000.0,246,1,2021-08-12,Malang
"RedDoorz @ Soekarno Hatta 2Lowokwaru,",Lowokwaru,Free Wifi,9.9,Istimewa,4,250800.0,5,131043.0,104,1,2021-08-12,Malang
RedDoorz Plus near Politeknik Negeri,Lowokwaru,Free Wifi,9.8,Istimewa,12,255227.0,5,218219.0,174,1,2021-08-12,Malang
"OYO 3298 Bromo Guest House FamilyKepanjen,",Kepanjen,Free Wifi,8.4,Luar Biasa,1,186382.0,5,138109.0,110,1,2021-08-12,Malang
"SPOT ON 1870 Graha Batu Mulia SyariahBatu,",Batu,Free Wifi,8.4,Luar Biasa,0,120070.0,5,88972.0,71,1,2021-08-12,Malang
"OYO 564 Bunga Matahari Guest House and HotelBatu,",Batu,Free Wifi,6.6,Baik,9,168275.0,5,124692.0,99,1,2021-08-12,Malang
"Semeru HostelKlojen,",Klojen,Free Wifi,8.4,Luar Biasa,0,147368.0,5,140000.0,112,1,2021-08-12,Malang
"OYO 1194 Villa Bukit Panderman ResidenceBatu,",Batu,Free Wifi,9.0,Luar Biasa,4,572310.0,5,424082.0,339,1,2021-08-12,Malang
"Sofia Residence Syariah RedPartnerLowokwaru,",Lowokwaru,Free Wifi,9.6,Istimewa,9,216757.0,5,113256.0,90,1,2021-08-12,Malang
"RedDoorz @ LawangLawang,",Lawang,Free Wifi,8.6,Luar Biasa,3,235625.0,5,123114.0,98,1,2021-08-12,Malang
RedDoorz Syariah near Transmart MX,Lowokwaru,Free Wifi,9.1,Istimewa,6,274973.0,5,143674.0,114,1,2021-08-12,Malang
"SPOT ON 2046 Villa HardiBatu,",Batu,Free Wifi,8.4,Luar Biasa,0,151923.0,5,112575.0,90,1,2021-08-12,Malang
"OYO 528 Safa Guest HouseKedungkandang,",Kedungkandang,Free Wifi,5.9,Luar Biasa,5,193807.0,35,125975.0,100,1,2021-08-12,Malang
"OYO 1468 SM HouseLowokwaru,",Lowokwaru,Free Wifi,8.4,Luar Biasa,0,300708.0,5,222825.0,178,1,2021-08-12,Malang
RedDoorz near Sanan,Purwantoro,Free Wifi,10.0,Istimewa,2,265927.0,5,138947.0,111,1,2021-08-12,Malang
"Villa Permata BatuBatu,",Batu,Free Wifi,8.0,Sangat Baik,1,497234.0,24,380000.0,304,1,2021-08-12,Malang
RedDoorz near Velodrome,Kedungkandang,Free Wifi,8.4,Luar Biasa,0,203368.0,5,179676.0,143,1,2021-08-12,Malang
"Hotel PajajaranBlimbing,",Blimbing,Free Wifi,7.4,Sangat Baik,7,328176.0,5,187061.0,149,1,2021-08-12,Malang
"Gress VillaBatu,",Batu,Free Wifi,9.8,Istimewa,3,224324.0,5,213108.0,170,1,2021-08-12,Malang
RedDoorz Syariah @ Jalan Buring,Klojen,Free Wifi,7.6,Sangat Baik,1,328158.0,5,171463.0,137,1,2021-08-12,Malang
RedDoorz Syariah @ Tatasurya Guesthouse,Lowokwaru,Free Wifi,10.0,Istimewa,1,233148.0,5,121820.0,97,1,2021-08-12,Malang
"RedDoorz near Paralayang BatuBatu,",Batu,Free Wifi,8.3,Luar Biasa,3,242526.0,5,126720.0,101,1,2021-08-12,Malang
"Helena Guest HouseKlojen,",Klojen,Free Wifi,7.6,Sangat Baik,1,250000.0,5,237500.0,190,1,2021-08-12,Malang
"Putri Utari Guest HouseDau,",Dau,Free Wifi,8.0,Sangat Baik,1,300000.0,33,200000.0,160,1,2021-08-12,Malang
"RedDoorz Syariah near Gor Ken ArokKedungkandang,",Kedungkandang,Free Wifi,9.2,Istimewa,2,259473.0,5,135575.0,108,1,2021-08-12,Malang
"RedDoorz near Stasiun LawangLawang,",Lawang,Free Wifi,5.2,Luar Biasa,5,244210.0,5,127600.0,102,1,2021-08-12,Malang
