name_hotel,location_hotel,Free_Wifi_hotel,rating_hotel_num,rating_hotel_text,rating_hotel_qty,normal_price_hotel,discount_hotel,discount_price_hotel,reward_point_hotel,room,date
Jakson Homestay,Batam Kota,Free Wifi,10I,stimewa,1,115.789,5,110.000,88,1,08-12-2021
Hokkie Hotel ,Nongsa,Free Wifi,10I,stimewa,1,289.473,5,275.000,220,1,08-12-2021
OYO 1917 Mamora Homestay,Batam Kota,Free Wifi,,,,163.805,5,121.380,97,1,08-12-2021
"Woda Villa & SpaBengkong, 
 
 
 ",Bengkong,No,7.4,Sangat Baik,6,667.692,35,434.000,86,1,08-12-2021
Sahid ,Batam Kota,Free Wifi,8.3,Luar Biasa,75,600.000,5,570.000,456,1,08-12-2021
"AVAVA EXPRESSLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,,,,210.526,5,200.000,160,1,08-12-2021
"Lovina Inn PenuinLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,,,,487.436,5,277.839,222,1,08-12-2021
"Dju Dju HotelLubuk Baja, 
 
 
 ",Lubuk Baja,No,5.5,,5.5,197.333,30,138.000,27,1,08-12-2021
Zia Hotel Boutique ,Batam Kota,Free Wifi,8.5,Luar Biasa,29,384.615,35,250.000,200,1,08-12-2021
Nite & Day ,Batu Ampar,Free Wifi,7.7,Sangat Baik,21,346.153,35,146.250,117,1,08-12-2021
"Amaris Hotel Nagoya HillLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,8.7,Luar Biasa,28,505.263,5,350.400,280,1,08-12-2021
"OYO 1223 Hotel BahariBatu Ampar, 
 
 
 ",Batu Ampar,Free Wifi,8.5,Luar Biasa,3,179.107,5,170.152,136,1,08-12-2021
Ion Hotel ,Batam Center,Free Wifi,,,,239.867,32,163.709,130,1,08-12-2021
HARRIS Hotel ,Batam Kota,Free Wifi,8.3,Luar Biasa,25,1.323.077,35,860.000,688,1,08-12-2021
Safina Inn Syariah Sekupang ,Sekupang,Free Wifi,,,,180.252,5,102.744,82,1,08-12-2021
"Da Vienna Boutique HotelLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,8.7,Luar Biasa,6,726.384,35,472.150,377,1,08-12-2021
"AK Hotel Nagoya HillNagoya, 
 
 
 ",Nagoya,Free Wifi,8.2,Luar Biasa,6,415.384,35,270.000,216,1,08-12-2021
"Harmoni Suites HotelLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,9.0,Luar Biasa,9,500.000,5,475.000,380,1,08-12-2021
"Planet Holiday Hotel and ResidenceBatu Ampar, 
 
 
 ",Batu Ampar,Free Wifi,9.0,Luar Biasa,15,750.000,20,599.000,479,1,08-12-2021
"SP HotelSagulung, 
 
 
 ",Sagulung,Free Wifi,8.0,Sangat Baik,5,479.106,35,311.419,249,1,08-12-2021
The Centro Hotel & Residence by Orchardz,Batam Kota,Free Wifi,8.0,Sangat Baik,11,468.584,35,304.580,243,1,08-12-2021
"De Best HotelLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,8.4,Luar Biasa,2,355.600,35,231.140,184,1,08-12-2021
"Music Hotel Batu AmparBatu Ampar, 
 
 
 ",Batu Ampar,No,,,,222.176,26,165.000,33,1,08-12-2021
Orchard Suite near ,Lubuk Baja,No,,,,229.230,35,149.000,29,1,08-12-2021
"LEON INN NagoyaBatu Ampar, 
 
 
 ",Batu Ampar,No,2.8,,2.8,160.000,25,120.000,24,1,08-12-2021
RedDoorz Apartment @ ,Batam Kota,Free Wifi,,,,770.863,5,402.776,322,1,08-12-2021
"OYO 90367 Homestay 81 PenuinLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,,,,180.161,5,128.365,102,1,08-12-2021
RedDoorz Plus near Kepri Mall,Batam Kota,Free Wifi,7.8,Sangat Baik,15,644.968,5,551.448,441,1,08-12-2021
"Hotel Pelita TerangLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,,,,215.582,5,126.978,101,1,08-12-2021
"Barelang Bridge HotelBulang, 
 
 
 ",Bulang,No,,,,350.000,35,227.500,182,1,08-12-2021
Harmoni Hotel ,Batu Ampar,Free Wifi,10I,stimewa,3,1.038.461,35,472.500,378,1,08-12-2021
PIH ,Batam Kota,Free Wifi,9.0,Luar Biasa,5,368.421,5,350.000,280,1,08-12-2021
HARRIS Resort ,Sekupang,Free Wifi,8.2,Luar Biasa,27,1.123.077,35,730.000,584,1,08-12-2021
Ibis Styles ,Bengkong,No,,,,648.718,5,616.283,123,1,08-12-2021
"Hana HotelLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,8.8,Luar Biasa,34,400.000,30,280.000,224,1,08-12-2021
,Nongsa,Free Wifi,5.6,,5.6,5.263.158,5,3.150.000,2520,1,08-12-2021
"Nongsa Point Marina & ResortNongsa, 
 
 
 ",Nongsa,Free Wifi,8.8,Luar Biasa,1,2.014.736,5,861.300,689,1,08-12-2021
Travelodge ,Batu Ampar,Free Wifi,8.1,Luar Biasa,5,1.000.000,35,650.000,520,1,08-12-2021
"Holiday HotelLubuk Baja, 
 
 
 ",Lubuk Baja,No,,,,406.667,32,275.000,55,1,08-12-2021
Radisson Golf & Convention Center ,Lubuk Baja,No,8.6,Luar Biasa,4,1.208.471,14,1.035.832,207,1,08-12-2021
"Namii HotelLubuk Baja, 
 
 
 ",Lubuk Baja,No,,,,266.667,25,200.000,40,1,08-12-2021
,Batu Ampar,Free Wifi,7.8,Sangat Baik,26,289.230,35,188.000,150,1,08-12-2021
"Ramayana HotelLubuk Baja, 
 
 
 ",Lubuk Baja,No,4.4,,4.4,246.667,25,185.000,37,1,08-12-2021
"KTM ResortSekupang, 
 
 
 ",Sekupang,Free Wifi,8.0,Sangat Baik,21,750.000,5,712.500,570,1,08-12-2021
Holiday Inn Resort ,Sekupang,No,10I,stimewa,1,1.292.415,33,870.708,174,1,08-12-2021
"I HotelLubuk Baja, 
 
 
 ",Lubuk Baja,No,9.2,Istimewa,1,1.400.000,25,1.050.000,210,1,08-12-2021
"Hotel GlorisLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,8.1,Luar Biasa,17,299.000,33,200.000,160,1,08-12-2021
"Green Rose HotelLubuk Baja, 
 
 
 ",Lubuk Baja,No,,,,573.333,25,430.000,86,1,08-12-2021
Studio Apartment Nagoya Mansion ,Lubuk Baja,No,,,,476.923,35,310.000,62,1,08-12-2021
"Sky View Hotel (Managed by OS)Lubuk Baja, 
 
 
 ",Lubuk Baja,No,,,,326.804,23,251.205,50,1,08-12-2021
"City Central HotelLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,9.3,Istimewa,15,381.538,35,248.000,198,1,08-12-2021
Crown Vista Hotel ,Lubuk Baja,Free Wifi,9.0,Luar Biasa,4,550.000,9,500.500,400,1,08-12-2021
"Egihill @Bukit Palem PermaiBelian, 
 
 
 ",Belian,Free Wifi,,,,154.000,35,100.100,80,1,08-12-2021
Happy Hotel,Batam Center,Free Wifi,,,,392.000,35,254.800,203,1,08-12-2021
Hotel 01 ,Batam Kota,Free Wifi,9.4,Istimewa,3,400.000,14,343.000,274,1,08-12-2021
"Hotel 18Lubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,4.0,,4.0,231.578,5,220.000,176,1,08-12-2021
Hotel Nagoya Inn ,Lubuk Baja,Free Wifi,7.5,Sangat Baik,7,280.553,35,182.360,145,1,08-12-2021
"Selesa HotelLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,,,,525.000,14,450.000,360,1,08-12-2021
"OYO 1581 Hotel Grand PalaceLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,6.8,Baik,1,194.894,5,144.417,115,1,08-12-2021
Queen Inn ,Sekupang,Free Wifi,,,,269.317,5,255.852,204,1,08-12-2021
"Vanilla HotelLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,9.2,Istimewa,21,419.557,5,398.580,318,1,08-12-2021
"Turi Beach ResortNongsa, 
 
 
 ",Nongsa,Free Wifi,8.9,Luar Biasa,3,1.840.000,7,1.201.655,961,1,08-12-2021
"OYO 1771 Zeke HotelTanjung Riau, 
 
 
 ",Tanjung Riau,Free Wifi,,,,551.696,5,408.807,327,1,08-12-2021
Sharon Square Apartment,Batam Kota,Free Wifi,,,,600.000,35,391.500,313,1,08-12-2021
Puspa Guest House Syariah,Batam Kota,Free Wifi,,,,357.766,5,203.927,163,1,08-12-2021
D'Kost Homestay ,Batam Kota,Free Wifi,8.6,Luar Biasa,29,109.181,35,70.968,56,1,08-12-2021
Low-cost Room near ,Lubuk Baja,No,,,,105.263,5,100.000,20,1,08-12-2021
"89 HOTELLubuk Baja, 
 
 
 ",Lubuk Baja,No,,,,721.367,35,468.889,93,1,08-12-2021
"Grand Cendana InnLubuk Baja, 
 
 
 ",Lubuk Baja,No,,,,293.333,25,220.000,44,1,08-12-2021
"OYO 90507 Hotel KundurLubuk Baja, 
 
 
 ",Lubuk Baja,No,,,,143.463,5,136.290,27,1,08-12-2021
"Forriz Hotel YogyakartaWirobrajan, 
 
 
 ",Wirobrajan,Free Wifi,9.0,Luar Biasa,150,828.743,5,401.526,321,1,08-12-2021
"Whiz Hotel Malioboro YogyakartaGedongtengen, 
 
 
 ",Gedongtengen,Free Wifi,8.3,Luar Biasa,215,800.000,33,425.920,340,1,08-12-2021
"Prima SR Hotel & ConventionSleman, 
 
 
 ",Sleman,Free Wifi,8.2,Luar Biasa,76,417.810,5,178.614,142,1,08-12-2021
"Apartemen Jowo Kluthuk at Malioboro CitySleman, 
 
 
 ",Sleman,Free Wifi,6.6,Baik,28,454.736,5,216.000,172,1,08-12-2021
"Kimaya Sudirman Yogyakarta by HarrisGondokusuman, 
 
 
 ",Gondokusuman,Free Wifi,,,,684.210,5,552.500,442,1,08-12-2021
"Satoria Hotel YogyakartaSleman, 
 
 
 ",Sleman,Free Wifi,8.9,Luar Biasa,50,804.093,5,611.111,488,1,08-12-2021
"de Laxston Hotel YogyakartaGondokusuman, 
 
 
 ",Gondokusuman,Free Wifi,8.4,Luar Biasa,188,503.580,35,278.228,222,1,08-12-2021
"Mashbrow HostelSleman, 
 
 
 ",Sleman,Free Wifi,8.4,Luar Biasa,30,131.577,5,124.999,99,1,08-12-2021
"The Victoria Hotel YogyakartaSleman, 
 
 
 ",Sleman,Free Wifi,8.9,Luar Biasa,39,2.275.789,5,756.700,605,1,08-12-2021
"Best City HotelJetis, 
 
 
 ",Jetis,Free Wifi,8.6,Luar Biasa,317,500.000,30,297.500,238,1,08-12-2021
"Malioboro Prime Hotel YogyakartaGedongtengen, 
 
 
 ",Gedongtengen,Free Wifi,8.6,Luar Biasa,102,608.888,6,484.000,387,1,08-12-2021
"Greenhost Boutique Hotel PrawirotamanMergangsan, 
 
 
 ",Mergangsan,Free Wifi,8.6,Luar Biasa,82,1.400.000,26,625.200,500,1,08-12-2021
"Malioboro Garden HotelDanurejan, 
 
 
 ",Danurejan,Free Wifi,8.3,Luar Biasa,165,500.000,21,212.522,170,1,08-12-2021
"Grand Sarila YogyakartaSleman, 
 
 
 ",Sleman,Free Wifi,8.1,Luar Biasa,154,312.283,5,296.669,237,1,08-12-2021
"Septia Malioboro HotelGedongtengen, 
 
 
 ",Gedongtengen,Free Wifi,9.2,Istimewa,31,157.894,5,127.500,102,1,08-12-2021
"The Arizon Hotel @ MalioboroGedongtengen, 
 
 
 ",Gedongtengen,Free Wifi,9.0,Luar Biasa,58,350.000,21,178.750,143,1,08-12-2021
"Kotta GO YogyakartaJetis, 
 
 
 ",Jetis,Free Wifi,9.8,Istimewa,14,351.173,5,326.275,261,1,08-12-2021
"All Nite & Day Hotel Gejayan YogyakartaGondokusuman, 
 
 
 ",Gondokusuman,Free Wifi,8.9,Luar Biasa,24,501.300,5,404.800,323,1,08-12-2021
"Platinum Adisucipto Hotel & Conference CenterSleman, 
 
 
 ",Sleman,Free Wifi,9.2,Istimewa,94,611.368,5,580.800,464,1,08-12-2021
"Golom Room by Vivo ApartemenSleman, 
 
 
 ",Sleman,Free Wifi,7.9,Sangat Baik,32,235.000,16,198.000,158,1,08-12-2021
"Aveon Hotel Yogyakarta by Daphna InternationalSleman, 
 
 
 ",Sleman,Free Wifi,7.8,Sangat Baik,20,821.606,5,663.447,530,1,08-12-2021
"Gallery Prawirotaman HotelMergangsan, 
 
 
 ",Mergangsan,Free Wifi,8.5,Luar Biasa,60,578.947,5,522.500,418,1,08-12-2021
"Djuragan Kamar HarmoniSleman, 
 
 
 ",Sleman,Free Wifi,,,,142.105,5,135.000,108,1,08-12-2021
Griya ,Jetis,Free Wifi,8.3,Luar Biasa,175,314.736,5,233.220,186,1,08-12-2021
"The Jayakarta Yogyakarta Hotel & SpaSleman, 
 
 
 ",Sleman,Free Wifi,8.2,Luar Biasa,97,2.000.000,35,650.000,520,1,08-12-2021
"Casa Coco ResortGunung Kidul, 
 
 
 ",Gunung Kidul,Free Wifi,8.5,Luar Biasa,7,396.598,5,320.254,256,1,08-12-2021
"Djuragan Kamar KayonSleman, 
 
 
 ",Sleman,Free Wifi,,,,157.894,5,150.000,120,1,08-12-2021
"Prima In Hotel MalioboroGedongtengen, 
 
 
 ",Gedongtengen,Free Wifi,8.6,Luar Biasa,223,520.775,5,494.737,395,1,08-12-2021
"D'Kayon Hotel Demangan YogyakartaSleman, 
 
 
 ",Sleman,Free Wifi,8.8,Luar Biasa,30,315.789,5,300.000,240,1,08-12-2021
"Khas Tugu (formerly Pesonna Hotel Tugu)Jetis, 
 
 
 ",Jetis,Free Wifi,8.8,Luar Biasa,54,1.023.076,35,532.000,425,1,08-12-2021
"Djuragan Kamar TeduhSleman, 
 
 
 ",Sleman,Free Wifi,,,,157.894,5,150.000,120,1,08-12-2021
"Bueno Colombo HotelSleman, 
 
 
 ",Sleman,Free Wifi,7.9,Sangat Baik,94,490.947,5,396.440,317,1,08-12-2021
"Sahid Raya Hotel & Convention YogyakartaSleman, 
 
 
 ",Sleman,Free Wifi,7.7,Sangat Baik,96,688.713,5,556.136,444,1,08-12-2021
"Grand Kangen Urip SumoharjoGondokusuman, 
 
 
 ",Gondokusuman,Free Wifi,8.1,Luar Biasa,127,683.684,5,513.105,410,1,08-12-2021
"Home Addicts YogyaWirobrajan, 
 
 
 ",Wirobrajan,Free Wifi,9.2,Istimewa,8,472.631,5,246.950,197,1,08-12-2021
"Hotel Indies Heritage PrawirotamanMergangsan, 
 
 
 ",Mergangsan,Free Wifi,8.4,Luar Biasa,38,453.893,5,388.079,310,1,08-12-2021
"Nusalink Near UGM SlemanSleman, 
 
 
 ",Sleman,Free Wifi,8.9,Luar Biasa,5,247.368,5,117.500,94,1,08-12-2021
"Ceria Boutique Hotel BabarsariSleman, 
 
 
 ",Sleman,Free Wifi,7.8,Sangat Baik,67,360.000,5,222.300,177,1,08-12-2021
Next Trip Homestay ,Sleman,Free Wifi,,,,5.000.000,5,4.750.000,3800,1,08-12-2021
"Asana Grove Hotel YogyakartaUmbulharjo, 
 
 
 ",Umbulharjo,Free Wifi,8.1,Luar Biasa,79,294.736,5,252.000,201,1,08-12-2021
"Hotel New Saphir YogyakartaGondokusuman, 
 
 
 ",Gondokusuman,Free Wifi,8.7,Luar Biasa,106,1.000.000,5,570.000,456,1,08-12-2021
"Hotel Puspo Nugroho Malioboro YogyakartaDanurejan, 
 
 
 ",Danurejan,Free Wifi,9.2,Istimewa,102,259.131,5,140.320,112,1,08-12-2021
"Jowo Kluthuk HeritageSleman, 
 
 
 ",Sleman,No,9.2,Istimewa,18,210.315,5,99.900,79,1,08-12-2021
"Arah Living (FKA Lokal Hotel)Sleman, 
 
 
 ",Sleman,Free Wifi,10I,stimewa,2,619.789,5,588.800,471,1,08-12-2021
"@HOM Premiere Timoho YogyakartaUmbulharjo, 
 
 
 ",Umbulharjo,Free Wifi,9.2,Istimewa,125,518.736,5,369.600,295,1,08-12-2021
"Cantya HotelMergangsan, 
 
 
 ",Mergangsan,Free Wifi,7.9,Sangat Baik,20,326.315,5,263.500,210,1,08-12-2021
"Hotel OrlenGondokusuman, 
 
 
 ",Gondokusuman,Free Wifi,7.9,Sangat Baik,158,463.157,5,220.000,176,1,08-12-2021
"POP! Hotel Sangaji YogyakartaJetis, 
 
 
 ",Jetis,Free Wifi,8.7,Luar Biasa,491,500.000,31,346.000,276,1,08-12-2021
"Tasneem Convention Hotel YogyakartaMergangsan, 
 
 
 ",Mergangsan,Free Wifi,8.4,Luar Biasa,6,526.315,5,250.000,200,1,08-12-2021
"Kombokarno Hotel MalioboroGedongtengen, 
 
 
 ",Gedongtengen,Free Wifi,8.8,Luar Biasa,4,245.473,5,186.560,149,1,08-12-2021
"Griya Desa Hotel & PoolSleman, 
 
 
 ",Sleman,Free Wifi,7.6,Sangat Baik,34,259.368,5,177.408,141,1,08-12-2021
"Jowo Kluthuk Taman MelatiSleman, 
 
 
 ",Sleman,No,7.5,Sangat Baik,6,418.357,5,198.720,158,1,08-12-2021
"Cakra Kusuma HotelSleman, 
 
 
 ",Sleman,Free Wifi,7.8,Sangat Baik,161,406.264,5,328.058,262,1,08-12-2021
"The Grand Palace Hotel YogyakartaMantrijeron, 
 
 
 ",Mantrijeron,Free Wifi,7.9,Sangat Baik,65,561.076,35,291.760,233,1,08-12-2021
"Blue Safir Hotel YogyakartaGedongtengen, 
 
 
 ",Gedongtengen,Free Wifi,6.4,,6.4,378.947,5,288.000,230,1,08-12-2021
"Cordela Kartika Dewi Malioboro YogyakartaNgampilan, 
 
 
 ",Ngampilan,Free Wifi,9.2,Istimewa,256,368.421,5,350.000,280,1,08-12-2021
"Grand Malioboro YogyakartaGedongtengen, 
 
 
 ",Gedongtengen,Free Wifi,8.2,Luar Biasa,91,1.389.473,5,528.000,422,1,08-12-2021
Tasik ,Mantrijeron,Free Wifi,7.5,Sangat Baik,29,208.631,5,100.091,80,1,08-12-2021
Hotel Olympic ,Mergangsan,Free Wifi,7.6,Sangat Baik,1,123.089,5,99.395,79,1,08-12-2021
"Sunrise Hotel YogyakartaSleman, 
 
 
 ",Sleman,Free Wifi,8.3,Luar Biasa,28,627.157,5,595.800,476,1,08-12-2021
"Votel Viure HotelSleman, 
 
 
 ",Sleman,Free Wifi,8.0,Sangat Baik,108,213.157,5,162.000,129,1,08-12-2021
"Hotel Bukit Uhud YogyakartaUmbulharjo, 
 
 
 ",Umbulharjo,Free Wifi,9.4,Istimewa,8,323.065,5,296.912,237,1,08-12-2021
"Delta HomestayMergangsan, 
 
 
 ",Mergangsan,Free Wifi,,,,842.105,5,240.000,192,1,08-12-2021
"Hotel Cakra KembangSleman, 
 
 
 ",Sleman,Free Wifi,8.1,Luar Biasa,62,365.950,16,262.511,210,1,08-12-2021
"Omah AmbarukmoSleman, 
 
 
 ",Sleman,Free Wifi,8.1,Luar Biasa,46,200.996,5,105.021,84,1,08-12-2021
"Hotel Mataram MalioboroGedongtengen, 
 
 
 ",Gedongtengen,Free Wifi,8.2,Luar Biasa,32,378.947,5,324.000,259,1,08-12-2021
"FIVE TWO HomestaySleman, 
 
 
 ",Sleman,Free Wifi,,,,220.440,5,198.947,159,1,08-12-2021
"Wayang BnBTegalrejo, 
 
 
 ",Tegalrejo,Free Wifi,9.5,Istimewa,6,249.230,35,137.700,110,1,08-12-2021
"Gadjah Mada University Club Hotel & ConventionSleman, 
 
 
 ",Sleman,Free Wifi,8.7,Luar Biasa,39,426.315,5,283.500,226,1,08-12-2021
"Griya Sentana Malioboro HotelJetis, 
 
 
 ",Jetis,Free Wifi,8.8,Luar Biasa,57,463.846,35,301.500,241,1,08-12-2021
"Hotel Grand Rosela YogyakartaMergangsan, 
 
 
 ",Mergangsan,Free Wifi,8.0,Sangat Baik,27,1.184.210,5,337.500,270,1,08-12-2021
"Grand Keisha YogyakartaSleman, 
 
 
 ",Sleman,Free Wifi,9.2,Istimewa,107,1.200.000,17,900.000,720,1,08-12-2021
"Indonesia Hotel MalioboroGedongtengen, 
 
 
 ",Gedongtengen,Free Wifi,5.2,,5.2,210.526,5,180.000,144,1,08-12-2021
"Novatel Malioboro YogyakartaNgampilan, 
 
 
 ",Ngampilan,Free Wifi,7.6,Sangat Baik,42,284.210,5,135.000,108,1,08-12-2021
"De Gadri Ndalem YogyakartaBantul, 
 
 
 ",Bantul,Free Wifi,9.6,Istimewa,1,193.684,5,156.400,125,1,08-12-2021
"Anjuma BackpackerDanurejan, 
 
 
 ",Danurejan,Free Wifi,,,,368.947,5,133.190,106,1,08-12-2021
"New Hotel LilikGedongtengen, 
 
 
 ",Gedongtengen,Free Wifi,7.4,Sangat Baik,37,473.684,5,382.500,306,1,08-12-2021
,Tegalrejo,Free Wifi,,,,750.867,5,606.325,485,1,08-12-2021
"Atrium Premiere Hotel Yogyakarta AmbarukmoSleman, 
 
 
 ",Sleman,Free Wifi,8.5,Luar Biasa,216,481.052,5,457.000,365,1,08-12-2021
"D'Paragon Pelem KecutSleman, 
 
 
 ",Sleman,Free Wifi,8.7,Luar Biasa,4,194.736,5,185.000,148,1,08-12-2021
SigNature ,Sleman,Free Wifi,8.1,Luar Biasa,283,246.152,35,159.999,127,1,08-12-2021
"The Manohara Hotel YogyakartaSleman, 
 
 
 ",Sleman,Free Wifi,9.3,Istimewa,10,1.250.526,5,1.188.000,950,1,08-12-2021
"Sunrise Hotel JomborSleman, 
 
 
 ",Sleman,Free Wifi,7.6,Sangat Baik,8,630.526,5,599.000,479,1,08-12-2021
"OYO 2008 Sellinas Family Residence SyariahKaliurang, 
 
 
 ",Kaliurang,Free Wifi,9.2,Istimewa,2,176.824,5,131.027,104,1,08-12-2021
The Amartya ,Sleman,Free Wifi,8.8,Luar Biasa,6,1.460.312,5,860.124,688,1,08-12-2021
"Khas Malioboro (formerly Pesonna Hotel Malioboro)Gondomanan, 
 
 
 ",Gondomanan,Free Wifi,9.1,Istimewa,75,868.421,5,825.000,660,1,08-12-2021
"Akur Hotel Malioboro RedPartnerDanurejan, 
 
 
 ",Danurejan,Free Wifi,7.0,Baik,21,330.231,5,276.074,220,1,08-12-2021
"RedDoorz Syariah near Taman Pelangi MonjaliSleman, 
 
 
 ",Sleman,Free Wifi,9.3,Istimewa,20,265.735,5,138.847,111,1,08-12-2021
"RedDoorz Plus near Lempuyangan Station 4Gondokusuman, 
 
 
 ",Gondokusuman,Free Wifi,9.3,Istimewa,3,292.415,5,152.787,122,1,08-12-2021
"OYO 550 Kebon Krapyak CottageSleman, 
 
 
 ",Sleman,Free Wifi,8.7,Luar Biasa,6,161.587,5,119.736,95,1,08-12-2021
"Cavinton Hotel Yogyakarta by Tritama HospitalityNgampilan, 
 
 
 ",Ngampilan,Free Wifi,8.7,Luar Biasa,46,653.594,5,372.549,298,1,08-12-2021
"OYO 1309 Hotel ShafiraGedongtengen, 
 
 
 ",Gedongtengen,Free Wifi,8.2,Luar Biasa,22,239.973,5,227.975,182,1,08-12-2021
"Beta House at Apartemen Malioboro CitySleman, 
 
 
 ",Sleman,No,,,,273.684,5,260.000,208,1,08-12-2021
"RedDoorz @ Plemburan Jakal 2Sleman, 
 
 
 ",Sleman,Free Wifi,9.6,Istimewa,3,186.789,5,156.156,124,1,08-12-2021
"Pose In Hotel YogyakartaMantrijeron, 
 
 
 ",Mantrijeron,Free Wifi,7.2,Sangat Baik,130,631.578,5,390.000,312,1,08-12-2021
"Sans Hotel Nagari MalioboroNgampilan, 
 
 
 ",Ngampilan,Free Wifi,,,,421.263,5,360.180,288,1,08-12-2021
"KoolKost Male Syariah near Pascasarjana UGMCaturtunggal, 
 
 
 ",Caturtunggal,Free Wifi,10I,stimewa,3,284.921,5,148.871,119,1,08-12-2021
"Uniq HotelTegalrejo, 
 
 
 ",Tegalrejo,Free Wifi,8.6,Luar Biasa,69,692.307,35,292.500,234,1,08-12-2021
"LPP Garden HotelSleman, 
 
 
 ",Sleman,Free Wifi,8.4,Luar Biasa,38,307.045,5,291.693,233,1,08-12-2021
"RedDoorz Plus @ Rumah KandjaniSleman, 
 
 
 ",Sleman,Free Wifi,9.6,Istimewa,20,243.157,5,203.280,162,1,08-12-2021
"D'Paragon Seturan 4Sleman, 
 
 
 ",Sleman,No,9.6,Istimewa,1,194.736,5,185.000,148,1,08-12-2021
"Grand Serela Yogyakarta by KAGUM HotelsSleman, 
 
 
 ",Sleman,Free Wifi,8.7,Luar Biasa,71,715.789,5,680.000,544,1,08-12-2021
"RedDoorz near Sleman City Hall 2Sleman, 
 
 
 ",Sleman,Free Wifi,8.8,Luar Biasa,1,259.473,5,135.575,108,1,08-12-2021
"D'Kaliurang Resort & ConventionSleman, 
 
 
 ",Sleman,Free Wifi,8.7,Luar Biasa,6,950.000,32,650.000,520,1,08-12-2021
Alam ,Sleman,Free Wifi,7.8,Sangat Baik,25,311.211,5,162.608,130,1,08-12-2021
"Bobobox Pods MalioboroGedongtengen, 
 
 
 ",Gedongtengen,Free Wifi,10I,stimewa,2,274.631,5,260.900,208,1,08-12-2021
"RedDoorz @ Mantrijeron 2Mantrijeron, 
 
 
 ",Mantrijeron,Free Wifi,8.6,Luar Biasa,19,320.201,5,167.305,133,1,08-12-2021
"RedDoorz near Sindu Kusuma Edupark 3Sleman, 
 
 
 ",Sleman,Free Wifi,10I,stimewa,1,237.368,5,191.675,153,1,08-12-2021
"RedDoorz near Hartono Mall 3Sleman, 
 
 
 ",Sleman,Free Wifi,8.7,Luar Biasa,8,280.000,5,146.300,117,1,08-12-2021
"Cordia Hotel YogyakartaKulon Progo, 
 
 
 ",Kulon Progo,Free Wifi,6.3,,6.3,458.526,5,435.600,348,1,08-12-2021
RedDoorz near ,Sleman,Free Wifi,6.7,Baik,9,239.473,5,125.125,100,1,08-12-2021
"Prime Cailendra Hotel RedPartnerMergangsan, 
 
 
 ",Mergangsan,Free Wifi,7.3,Sangat Baik,15,300.000,5,156.750,125,1,08-12-2021
"Kangen Boutique HotelSleman, 
 
 
 ",Sleman,Free Wifi,7.7,Sangat Baik,253,312.789,5,297.150,237,1,08-12-2021
"Airlangga Hotel & RestaurantMergangsan, 
 
 
 ",Mergangsan,Free Wifi,8.2,Luar Biasa,120,264.315,5,200.880,160,1,08-12-2021
"RedDoorz Syariah @ LempuyanganLempuyangan, 
 
 
 ",Lempuyangan,Free Wifi,7.0,Baik,2,222.778,5,116.402,93,1,08-12-2021
"OYO 3787 Hotel PoncowinatanJetis, 
 
 
 ",Jetis,Free Wifi,7.9,Sangat Baik,96,222.632,5,164.971,131,1,08-12-2021
"RedDoorz near AMIKOM YogyakartaSleman, 
 
 
 ",Sleman,Free Wifi,9.6,Istimewa,10,437.684,5,228.690,182,1,08-12-2021
"RedDoorz Plus near Stadion Mandala KridaUmbulharjo, 
 
 
 ",Umbulharjo,Free Wifi,8.8,Luar Biasa,77,296.049,5,154.686,123,1,08-12-2021
"RedDoorz near Malioboro Mall 2Danurejan, 
 
 
 ",Danurejan,Free Wifi,9.0,Luar Biasa,9,313.694,5,262.249,209,1,08-12-2021
"Ngampilan ResidenceGedongtengen, 
 
 
 ",Gedongtengen,Free Wifi,9.4,Istimewa,2,994.736,5,945.000,756,1,08-12-2021
"RedDoorz Syariah @ Babadan Baru JakalSleman, 
 
 
 ",Sleman,Free Wifi,8.6,Luar Biasa,7,221.684,5,115.830,92,1,08-12-2021
"Nirvana Inn Jembatan MerahSleman, 
 
 
 ",Sleman,Free Wifi,7.7,Sangat Baik,20,180.000,5,171.000,136,1,08-12-2021
"RedDoorz near Pojok Beteng YogyakartaMergangsan, 
 
 
 ",Mergangsan,Free Wifi,9.5,Istimewa,12,273.410,5,142.857,114,1,08-12-2021
"Griya Mataram Kotagede RedPartnerBantul, 
 
 
 ",Bantul,Free Wifi,10I,stimewa,2,230.484,5,120.428,96,1,08-12-2021
